element,position,multiplier,is_captain,is_vice_captain
8,1,1,False,False
273,2,1,False,False
556,3,1,False,False
239,4,1,False,False
42,5,1,False,False
449,6,1,False,False
37,7,1,False,False
254,8,2,True,False
235,9,1,False,False
302,10,1,False,True
506,11,1,False,False
429,12,0,False,False
202,13,0,False,False
164,14,0,False,False
300,15,0,False,False
