element,position,multiplier,is_captain,is_vice_captain
363,1,1,False,False
110,2,1,False,False
42,3,1,False,False
470,4,1,False,False
435,5,1,False,False
114,6,1,False,False
37,7,1,False,False
302,8,2,True,False
272,9,1,False,False
164,10,1,False,False
224,11,1,False,True
429,12,0,False,False
202,13,0,False,False
468,14,0,False,False
239,15,0,False,False
