element,position,multiplier,is_captain,is_vice_captain
8,1,1,False,False
110,2,1,False,False
273,3,1,False,False
239,4,1,False,False
470,5,1,False,False
254,6,1,False,False
390,7,2,True,False
302,8,1,False,True
37,9,1,False,False
164,10,1,False,False
202,11,1,False,False
429,12,0,False,False
262,13,0,False,False
42,14,0,False,False
370,15,0,False,False
