element,position,multiplier,is_captain,is_vice_captain
252,1,1,False,False
498,2,1,False,False
41,3,1,False,False
146,4,1,False,False
272,5,2,True,False
254,6,1,False,False
141,7,1,False,False
275,8,1,False,False
164,9,1,False,True
224,10,1,False,False
202,11,1,False,False
523,12,0,False,False
519,13,0,False,False
191,14,0,False,False
46,15,0,False,False
