element,position,multiplier,is_captain,is_vice_captain
363,1,1,False,False
259,2,1,False,False
239,3,1,False,False
461,4,1,False,False
254,5,2,True,False
469,6,1,False,False
272,7,1,False,True
141,8,1,False,False
184,9,1,False,False
164,10,1,False,False
117,11,1,False,False
429,12,0,False,False
123,13,0,False,False
55,14,0,False,False
146,15,0,False,False
