element,position,multiplier,is_captain,is_vice_captain
363,1,1,False,False
259,2,1,False,False
17,3,1,False,False
123,4,1,False,False
239,5,1,False,False
394,6,1,False,False
4,7,2,True,False
254,8,1,False,True
184,9,1,False,False
377,10,1,False,False
224,11,1,False,False
157,12,0,False,False
364,13,0,False,False
75,14,0,False,False
76,15,0,False,False
