element,position,multiplier,is_captain,is_vice_captain
363,1,1,False,False
432,2,1,False,False
110,3,1,False,False
391,4,1,False,False
302,5,1,False,True
254,6,2,True,False
474,7,1,False,False
370,8,1,False,False
202,9,1,False,False
224,10,1,False,False
377,11,1,False,False
417,12,0,False,False
275,13,0,False,False
123,14,0,False,False
46,15,0,False,False
