,id,name,short_name,created,closed,rank,max_entries,league_type,scoring,admin_entry,start_event,entry_can_leave,entry_can_admin,entry_can_invite,has_cup,cup_league,cup_qualified,entry_rank,entry_last_rank
0,512037,Liga klasik,,2020-09-01T19:54:31.718367Z,True,,,x,h,1197511,1,False,False,False,False,,,5,5
