element,position,multiplier,is_captain,is_vice_captain
363,1,1,False,False
313,2,1,False,False
200,3,1,False,False
470,4,1,False,False
558,5,1,False,False
390,6,1,False,True
141,7,1,False,False
231,8,2,True,False
302,9,1,False,False
117,10,1,False,False
506,11,1,False,False
523,12,0,False,False
388,13,0,False,False
277,14,0,False,False
24,15,0,False,False
