element,position,multiplier,is_captain,is_vice_captain
363,1,1,False,False
259,2,1,False,False
97,3,1,False,False
239,4,1,False,False
89,5,1,False,False
198,6,1,False,False
272,7,2,True,False
254,8,1,False,True
303,9,1,False,False
184,10,1,False,False
164,11,1,False,False
56,12,0,False,False
146,13,0,False,False
200,14,0,False,False
390,15,0,False,False
