element,position,multiplier,is_captain,is_vice_captain
363,1,1,False,False
259,2,1,False,False
146,3,1,False,False
239,4,1,False,False
390,5,1,False,False
198,6,1,False,False
37,7,1,False,False
254,8,1,False,True
388,9,2,True,False
184,10,1,False,False
164,11,1,False,False
56,12,0,False,False
97,13,0,False,False
200,14,0,False,False
89,15,0,False,False
