element,position,multiplier,is_captain,is_vice_captain
12,1,1,False,False
46,2,1,False,False
232,3,1,False,False
470,4,1,False,False
239,5,1,False,False
37,6,1,False,False
254,7,1,False,True
141,8,1,False,False
390,9,1,False,False
388,10,2,True,False
164,11,1,False,False
56,12,0,False,False
508,13,0,False,False
506,14,0,False,False
146,15,0,False,False
