element,position,multiplier,is_captain,is_vice_captain
548,1,1,False,False
556,2,1,False,False
232,3,1,False,False
435,4,1,False,False
313,5,1,False,False
302,6,2,True,False
254,7,1,False,True
37,8,1,False,False
24,9,1,False,False
506,10,1,False,False
202,11,1,False,False
56,12,0,False,False
164,13,0,False,False
284,14,0,False,False
376,15,0,False,False
