element,position,multiplier,is_captain,is_vice_captain
363,1,1,False,False
470,2,1,False,False
123,3,1,False,False
239,4,1,False,False
390,5,2,True,False
37,6,1,False,False
254,7,1,False,True
275,8,1,False,False
164,9,1,False,False
460,10,1,False,False
202,11,1,False,False
583,12,0,False,False
508,13,0,False,False
389,14,0,False,False
146,15,0,False,False
