element,position,multiplier,is_captain,is_vice_captain
363,1,1,False,False
239,2,1,False,False
42,3,1,False,False
255,4,1,False,False
37,5,1,False,False
251,6,1,False,False
114,7,1,False,False
508,8,1,False,False
164,9,1,False,True
282,10,2,True,False
202,11,1,False,False
583,12,0,False,False
141,13,0,False,False
123,14,0,False,False
470,15,0,False,False
